,uid,email,competition_2020,competition_winner_place,shop_txn,moodle_user_y_n,moodle_first_login_dt,moodle_first_login_days_since,moodle_recent_login_dt,moodle_recent_login_days_since,num_courses_completed
1386,2317,xyya@gmail.com,0,0,0,0,,,,,0
1387,2321,knvq@gmail.com,0,0,0,0,,,,,0
1388,2322,ihcx@gmail.com,0,0,0,0,,,,,0
1389,2325,pvze@calstatela.edu,0,0,0,1,2020-12-15,456.0,2020-12-15,456.0,0
1390,2333,cbxk@gmail.com,0,0,0,0,,,,,0
1391,2336,gblq@gmail.com,0,0,0,0,,,,,0
1392,2338,slfs@bickelhaupt.net,0,0,0,0,,,,,0
1393,2341,wsle@gmail.com,0,0,0,0,,,,,0
1394,2343,rdhq@gmail.com,0,0,0,0,,,,,0
1395,2345,kaab@ucla.edu,0,0,0,0,,,,,0
1396,2349,lsva@gmail.com,0,0,0,0,,,,,0
1397,2350,rbxj@gmail.com,0,0,0,0,,,,,0
1398,2351,tond@gmail.com,0,0,0,0,,,,,0
1399,2353,svzj@jh.dcu,0,0,0,0,,,,,0
1400,2354,tafl@gmail.com,0,0,0,0,,,,,0
1401,2356,nhcg@gmail.com,0,0,0,0,,,,,0
1402,2358,pkzi@gmail.com,0,0,0,0,,,,,0
1403,2360,lfwf@gmail.com,0,0,0,0,,,,,0
1404,2364,vqua@vajresh.in,0,0,0,1,2020-05-26,659.0,2020-05-26,659.0,0
1405,2366,bkto@satwic.com,0,0,0,0,,,,,0
1406,2368,ggcz@gmail.com,0,0,0,0,,,,,0
1407,2371,vaah@g.ucla.edu,0,0,0,0,,,,,0
1408,2373,kqet@cs.washington.edu,0,0,0,0,,,,,0
1409,2374,xzhz@gmail.com,0,0,0,0,,,,,0
1410,2377,qeah@gmail.com,0,0,0,1,2020-05-26,659.0,2020-05-26,659.0,0
1411,2378,mlxb@GMAIL.COM,0,0,0,0,,,,,0
1412,2381,eyxr@gmail.com,0,0,0,0,,,,,0
1413,2382,wzbm@gmail.com,0,0,0,0,,,,,0
1414,2385,zwpw@sbcglobal.net,0,0,0,0,,,,,0
1415,2387,zpgh@duke.edu,0,0,0,0,,,,,0
1416,2388,iwhe@gmail.com,0,0,0,0,,,,,0
1417,2389,kxvk@seas.upenn.edu,0,0,0,0,,,,,0
1418,2391,ifjh@yahoo.com,0,0,0,0,,,,,0
1419,2393,sgcy@kaipak.org,0,0,0,0,,,,,0
1420,2394,fobu@ucla.edu,0,0,0,0,,,,,0
1421,2396,kekk@rice.edu,0,0,0,0,,,,,0
1422,2398,zbes@gmail.com,0,0,0,0,,,,,0
1423,2399,ialm@gmail.com,0,0,0,0,,,,,0
1424,2400,meou@gmail.com,0,0,0,1,2020-05-27,658.0,2020-05-27,658.0,0
1425,2402,njpx@gmail.com,0,0,0,0,,,,,0
1426,2403,idun@sdsu.edu,0,0,0,0,,,,,0
1427,2404,ceit@tudublin.ie,0,0,0,1,2021-12-09,97.0,2021-12-10,96.0,1
1428,2408,dbda@rmdslab.com,0,0,0,0,,,,,0
1429,2410,ukml@reachbeacon.com,0,0,0,0,,,,,0
1430,2412,rtmr@calpoly.edu,0,0,0,0,,,,,0
1431,2413,swye@rmdslab.com,0,0,0,0,,,,,0
1432,2418,nrlf@gmail.com,0,0,0,1,2020-05-27,658.0,2020-05-27,658.0,0
1433,2419,root@cpp.edu,0,0,0,0,,,,,0
1434,2420,emhd@calstatela.edu,0,0,0,0,,,,,0
1435,2421,qlpl@cgu.edu,0,0,0,0,,,,,0
1436,2423,wwsq@qq.com,0,0,0,0,,,,,0
1437,2428,jndk@nyu.edu,0,0,0,0,,,,,0
1438,2430,itzp@utdallas.edu,0,0,0,0,,,,,0
1439,2431,xvoq@yahoo.com,0,0,0,0,,,,,0
1440,2433,tlpf@gmail.com,0,0,0,0,,,,,0
1441,2435,zicc@GMAIL.COM,0,0,0,0,,,,,0
1442,2440,qjvh@usc.edu,0,0,0,0,,,,,0
1443,2444,exqn@lausd.net,0,0,0,0,,,,,0
1444,2445,apip@gmail.com,0,0,0,0,,,,,0
1445,2447,hsme@marshall.usc.edu,0,0,0,0,,,,,0
1446,2448,cvoj@gmail.com,0,0,0,0,,,,,0
1447,2450,xuxz@gmail.com,0,0,0,0,,,,,0
1448,2454,lcui@hotmail.com,0,0,0,0,,,,,0
1449,2455,fcmq@oed.ucla.edu,0,0,0,0,,,,,0
1450,2456,kkpm@sdsu.edu,0,0,0,0,,,,,0
1451,2457,vklp@oed.ucla.edu,0,0,0,1,2020-05-29,656.0,2020-05-29,656.0,0
1452,2459,nbox@lacity.org,0,0,0,0,,,,,0
1453,2461,eorr@uconn.edu,0,0,0,0,,,,,0
1454,2462,mwsb@gtest.ucla.edu,0,0,0,0,,,,,0
1455,2463,vzoz@ucla.edu,0,0,0,0,,,,,0
1456,2464,xxdt@SageHillSchool.org,0,0,0,0,,,,,0
1457,2465,uwsy@gmail.com,0,0,0,1,2020-12-15,456.0,2020-12-15,456.0,1
1458,2470,cfhp@chanr.org,0,0,0,1,2020-06-01,653.0,2021-09-23,174.0,4
1459,2472,sexl@rpi.edu,0,0,0,0,,,,,0
1460,2475,fkrq@gmail.com,0,0,0,1,2020-05-29,656.0,2020-05-30,655.0,0
1461,2476,ketp@gmail.com,0,0,0,0,,,,,0
1462,2479,bodq@gmail.com,0,0,0,0,,,,,0
1463,2483,gcyh@gmail.com,0,0,0,0,,,,,0
1464,2491,mkxy@pepperdine.edu,0,0,0,0,,,,,0
1465,2497,qfsw@gmail.com,0,0,0,0,,,,,0
1466,2500,xzan@datascience.or.id,0,0,0,1,2020-05-31,654.0,2020-05-31,654.0,0
1467,2501,oweq@berkeley.edu,0,0,0,0,,,,,0
1468,2502,axtz@gartner.com,0,0,0,0,,,,,0
1469,2505,qnzl@cpp.eu,0,0,0,0,,,,,0
1470,2508,thzr@yahoo.com,0,0,0,0,,,,,0
1471,2510,jgcr@gmail.com,0,0,0,0,,,,,0
1472,2515,frov@gmail.com,0,0,0,1,2020-06-01,653.0,2021-06-27,262.0,1
1473,2516,penx@uic.edu,0,0,0,0,,,,,0
1474,2518,gbyj@hotmail.com,0,0,0,0,,,,,0
1475,2519,yfrg@gmail.com,0,0,0,0,,,,,0
1476,2523,wcgv@rmdslab.com,0,0,0,0,,,,,0
1477,2524,mijy@rmdslab.com,0,0,0,0,,,,,0
1478,2525,srym@rmdslab.com,0,0,0,0,,,,,0
1479,2526,kjbz@rmdslab.com,0,0,0,0,,,,,0
1480,2528,zoxw@rmdslab.com,0,0,0,0,,,,,0
1481,2530,towk@rmdslab.com,0,0,0,0,,,,,0
1482,2532,zygl@gmail.com,0,0,0,1,2020-06-03,651.0,2020-06-10,644.0,1
1483,2534,jlmb@usc.aaaaa,0,0,0,0,,,,,0
1484,2535,sniz@usc.eduaaa,0,0,0,0,,,,,0
1485,2536,fgil@usc.eduaaaaa,0,0,0,0,,,,,0
1486,2537,wdov@usc.edueeeee,0,0,0,0,,,,,0
1487,2538,finj@usc.eduaaaaaa,0,0,0,0,,,,,0
1488,2539,imgg@usc.edadauaa,0,0,0,0,,,,,0
1489,2541,gtuc@usc.edu,0,0,0,0,,,,,0
1490,2542,kudx@usc.edu,0,0,0,0,,,,,0
1491,2543,kezn@usc.edu,0,0,0,0,,,,,0
1492,2545,copm@usc.edu,0,0,0,0,,,,,0
1493,2546,sxzt@usc.eduaadada,0,0,0,0,,,,,0
1494,2548,emgr@usc.edu,0,0,0,0,,,,,0
1495,2549,hcec@usc.edu,0,0,0,0,,,,,0
1496,2550,ljtz@usc.edu,0,0,0,0,,,,,0
1497,2551,wpag@usc.edu,0,0,0,0,,,,,0
1498,2556,xxxc@gmail.com,0,0,0,1,2020-11-13,488.0,2021-01-15,425.0,1
1499,2557,bbel@gmail.com,0,0,0,1,2020-06-04,650.0,2020-06-04,650.0,0
1500,2558,swmt@gmail.com,0,0,0,1,2020-06-04,650.0,2020-06-04,650.0,0
1501,2559,nzsp@126.com,0,0,0,1,2020-11-13,488.0,2020-11-13,488.0,0
1502,2560,ayty@joseaguayo.com,0,0,0,1,2020-06-04,650.0,2020-06-08,646.0,1
1503,2561,pmqd@qq.com,0,0,0,0,,,,,0
1504,2562,yjwm@gmail.com,0,0,0,1,2020-06-04,650.0,2020-06-04,650.0,0
1505,2563,pzlp@qq.com,0,0,0,1,2020-06-16,638.0,2020-06-16,638.0,0
1506,2564,tlpv@qq.com,0,0,0,1,2021-01-10,430.0,2021-01-10,430.0,0
1507,2565,iqzj@126.com,0,0,0,0,,,,,0
1508,2567,gebq@gmail.com,0,0,0,0,,,,,0
1509,2571,cuuk@gmail.com,0,0,0,0,,,,,0
1510,2572,clue@usc.edu,0,0,0,0,,,,,0
1511,2573,soie@lmu.edu,0,0,0,1,2020-06-05,649.0,2020-07-01,623.0,4
1512,2574,qfwf@gmail.com,0,0,0,0,,,,,0
1513,2575,dlhn@gmail.com,0,0,0,0,,,,,0
1514,2581,twbk@gmail.com,0,0,0,0,,,,,0
1515,2584,rtuj@hotmail.com,0,0,0,1,2020-06-07,647.0,2020-12-15,456.0,0
1516,2586,oetm@163.com,0,0,0,0,,,,,0
1517,2588,ybfd@gmail.com,0,0,0,0,,,,,0
1518,2589,raot@gmail.com,0,0,0,0,,,,,0
1519,2591,kngi@mit.edu,0,0,0,0,,,,,0
1520,2592,ouli@utexas.edu,0,0,0,0,,,,,0
1521,2595,jzkg@sbcglobal.net,0,0,0,0,,,,,0
1522,2596,fmfu@sdsu.edu,0,0,0,0,,,,,0
1523,2597,kbza@gmail.com,0,0,0,1,2020-06-09,645.0,2020-07-21,603.0,2
1524,2598,imjs@lmu.edu,0,0,0,0,,,,,0
1525,2599,knkz@logos.tsukuba.ac.jp,0,0,0,0,,,,,0
1526,2600,fzfl@safegraph.com,0,0,0,0,,,,,0
1527,2601,xhuk@outlook.com,0,0,0,0,,,,,0
1528,2603,btys@gmail.com,0,0,0,0,,,,,0
1529,2604,fyrj@cio.lacounty.gov,0,0,0,0,,,,,0
1530,2605,brij@gmail.com,0,0,0,0,,,,,0
1531,2607,maam@usc.edudadada,0,0,0,0,,,,,0
1532,2615,ylfl@alumni.usc.edu,0,0,0,0,,,,,0
1533,2616,dfqv@hotmail.com,0,0,0,1,2020-06-10,644.0,2020-07-31,593.0,1
1534,2617,knay@marshall.usc.edu,0,0,0,1,2020-06-10,644.0,2020-07-16,608.0,1
1535,2618,zfkj@gmail.com,0,0,0,0,,,,,0
1536,2619,rooe@gmail.com,0,0,0,1,2020-06-10,644.0,2020-09-01,561.0,1
1537,2620,igdx@gmail.com,0,0,0,1,2020-06-10,644.0,2021-08-03,225.0,1
1538,2621,hsrp@hotmail.com,0,0,0,0,,,,,0
1539,2622,myok@esri.com,0,0,0,0,,,,,0
1540,2624,mlco@gmail.com,0,0,0,1,2020-06-10,644.0,2020-06-10,644.0,0
1541,2625,fwvm@gmail.com,0,0,0,0,,,,,0
1542,2626,eehg@chla.usc.edu,0,0,0,0,,,,,0
1543,2628,gauj@gmail.com,0,0,0,0,,,,,0
1544,2629,jybs@csu.fullerton.edu,0,0,0,0,,,,,0
1545,2630,unnk@mastercard.com,0,0,0,0,,,,,0
1546,2631,lqhm@rmdslab.com,0,0,0,1,2020-06-16,638.0,2021-01-25,415.0,1
1547,2638,jilo@rmdslab.com,0,0,0,0,,,,,0
1548,2639,ihyo@gmail.com,0,0,0,0,,,,,0
1549,2641,dcfa@gmail.com,0,0,0,0,,,,,0
1550,2643,zpks@gmail.com,0,0,0,0,,,,,0
1551,2645,cpmm@tcnj.edu,0,0,0,0,,,,,0
1552,2646,nsik@gmail.com,0,0,0,0,,,,,0
1553,2648,zvri@usc.eduqedqedqe,0,0,0,0,,,,,0
1554,2650,akpw@gmail.com,0,0,0,0,,,,,0
1555,2651,zzkx@qq.com,0,0,1,1,2020-06-13,641.0,2020-06-13,641.0,0
1556,2655,ypic@gmail.com,0,0,0,1,2020-06-13,641.0,2020-06-13,641.0,1
1557,2657,kvyi@gmail.com,0,0,0,0,,,,,0
1558,2658,uedk@ucsc.edu,0,0,0,0,,,,,0
1559,2660,ikjd@GMAIL.COM,0,0,0,0,,,,,0
1560,2661,gvbi@suremploy.com.au,0,0,0,0,,,,,0
1561,2662,nfkv@yahoo.com.br,0,0,0,1,2020-06-15,639.0,2020-07-18,606.0,1
1562,2663,xpec@gmail.com,0,0,0,0,,,,,0
1563,2664,dcxm@yahoo.com,0,0,0,0,,,,,0
1564,2666,vlps@test.com,0,0,0,0,,,,,0
1565,2667,vydw@gmail.com,0,0,0,1,2020-06-17,637.0,2022-01-11,64.0,2
1566,2669,asqh@rmdslab.com,0,0,0,0,,,,,0
1567,2670,vxua@rmdslab.com,0,0,0,0,,,,,0
1568,2671,jijz@test12.com,0,0,0,0,,,,,0
1569,2672,fwvk@gmail.com,0,0,0,0,,,,,0
1570,2673,kasd@gmail.com,0,0,0,0,,,,,0
1571,2674,gbiy@gmail.com,0,0,0,0,,,,,0
1572,2675,uips@gmail.com,0,0,0,1,2020-06-18,636.0,2020-12-17,454.0,2
1573,2678,bvpg@esgnetwork.com,0,0,0,0,,,,,0
1574,2679,lgcv@gmail.com,0,0,1,1,2020-06-26,628.0,2020-07-06,618.0,3
1575,2680,ggzh@achorageak.gov,0,0,0,0,,,,,0
1576,2681,xtot@gmail.com,0,0,0,0,,,,,0
1577,2682,lzec@lacity.org,0,0,0,0,,,,,0
1578,2683,elmr@longbeach.gov,0,0,0,0,,,,,0
1579,2684,qvoy@caltech.edu,0,0,0,1,2020-06-17,637.0,2020-06-17,637.0,1
1580,2685,dnks@gmail.com,0,0,0,1,2020-06-17,637.0,2020-06-18,636.0,1
1581,2686,arqo@usc.edu,0,0,0,0,,,,,0
1582,2687,ztuq@gmail.com,0,0,0,0,,,,,0
1583,2688,sduf@gmail.con,0,0,0,0,,,,,0
1584,2689,mmtv@gmail.com,0,0,0,0,,,,,0
1585,2690,ufxm@rimesmedia.com,0,0,0,1,2020-06-17,637.0,2020-06-17,637.0,0
1586,2691,mcgp@usc.edu,0,0,0,0,,,,,0
1587,2692,rgrr@dbenjamin.com,0,0,0,0,,,,,0
1588,2693,svlb@gmail.com,0,0,0,0,,,,,0
1589,2697,mfqq@aphid.io,0,0,0,0,,,,,0
1590,2698,stiq@akidolabs.com,0,0,0,0,,,,,0
1591,2699,rdmn@yahoo.com,0,0,0,0,,,,,0
1592,2700,kwut@aphid.io,0,0,0,0,,,,,0
1593,2701,ejax@gmail.com,0,0,0,1,2020-06-18,636.0,2020-06-18,636.0,0
1594,2702,izfr@gmail.com,0,0,0,0,,,,,0
1595,2703,ksfi@yahoo.com,0,0,0,0,,,,,0
1596,2704,emiu@trsl.com,0,0,0,0,,,,,0
1597,2705,ajkr@gmail.com,0,0,0,0,,,,,0
1598,2706,cmlk@slalom.com,0,0,0,0,,,,,0
1599,2707,jhon@gmail.com,0,0,0,0,,,,,0
1600,2709,soqt@gmail.con,0,0,0,0,,,,,0
1601,2711,kzco@gmail.com,0,0,0,0,,,,,0
1602,2715,zznd@derilinx.com,0,0,0,0,,,,,0
1603,2717,inoa@gmail.com,0,0,0,0,,,,,0
1604,2719,sxkg@gmail.com,0,0,0,0,,,,,0
1605,2720,wmia@gmail.com,0,0,0,0,,,,,0
1606,2721,dtga@gmail.com,0,0,0,0,,,,,0
1607,2725,jnsq@gmail.com,0,0,0,0,,,,,0
1608,2726,jmon@gmail.com,0,0,0,1,2020-07-23,601.0,2020-07-23,601.0,0
1609,2727,hscd@gmail.com,0,0,0,1,2021-10-06,161.0,2021-10-06,161.0,0
1610,2728,wqmy@gmail.com,0,0,0,0,,,,,0
1611,2729,nqrz@yahoo.com,0,0,0,0,,,,,0
1612,2730,kyfd@hk3lab.ai,0,0,0,0,,,,,0
1613,2731,igdt@cities-today.com,0,0,0,0,,,,,0
1614,2732,djxs@gmail.com,0,0,0,0,,,,,0
1615,2733,udaj@gmail.com,0,0,0,0,,,,,0
1616,2734,cflw@gmail.com,0,0,0,0,,,,,0
1617,2736,cccp@gmail.com,0,0,0,0,,,,,0
1618,2737,grbt@gmail.com,0,0,0,0,,,,,0
1619,2738,fqyu@gmail.com,0,0,0,1,2020-07-23,601.0,2020-08-31,562.0,1
1620,2740,jilg@outlook.com,0,0,0,1,2020-06-23,631.0,2020-12-08,463.0,0
1621,2741,plzz@itstrategists.com,0,0,0,0,,,,,0
1622,2745,akid@gmail.com,0,0,0,0,,,,,0
1623,2746,ayjz@gmail.com,0,0,0,0,,,,,0
1624,2747,slte@icloud.com,0,0,0,1,2020-06-23,631.0,2020-06-23,631.0,0
1625,2748,bffm@gmail.com,0,0,0,1,2020-06-23,631.0,2021-03-17,364.0,1
1626,2749,snrs@berkeley.edu,0,0,0,0,,,,,0
1627,2750,hfzx@gmail.com,0,0,0,0,,,,,0
1628,2751,ujxb@gmail.com,0,0,0,0,,,,,0
1629,2752,ileo@gmail.com,0,0,0,1,2020-06-28,626.0,2020-07-19,605.0,0
1630,2753,mohi@gmail.com,0,0,0,0,,,,,0
1631,2755,qayn@gmail.com,0,0,0,1,2020-06-29,625.0,2020-06-29,625.0,1
1632,2756,lmer@gmail.com,0,0,0,0,,,,,0
1633,2757,kjyv@gmail.com,0,0,1,1,2020-06-29,625.0,2020-06-29,625.0,1
1634,2758,yedl@gmail.com,0,0,0,1,2020-06-29,625.0,2020-06-29,625.0,1
1635,2759,ewpw@gmail.com,0,0,0,0,,,,,0
1636,2760,dsoz@gmail.com,0,0,0,0,,,,,0
1637,2761,vwmd@gmail.com,0,0,0,0,,,,,0
1638,2763,yzlp@gmail.com,0,0,0,1,2020-06-29,625.0,2020-06-29,625.0,1
1639,2765,xvwr@qq.com,0,0,0,0,,,,,0
1640,2767,xiee@drexel.edu,0,0,0,1,2021-02-04,405.0,2021-02-04,405.0,1
1641,2769,oerf@gmail.com,0,0,0,0,,,,,0
1642,2772,fcrh@yahoo.com,0,0,0,1,2020-06-29,625.0,2020-06-29,625.0,1
1643,2773,esaa@gmail.com,0,0,0,0,,,,,0
1644,2774,hpuf@gmail.com,0,0,0,0,,,,,0
1645,2775,xqeq@gmail.com,0,0,0,0,,,,,0
1646,2780,xlpv@gmail.com,0,0,0,1,2020-06-26,628.0,2020-07-24,600.0,0
1647,2781,vgkv@test.com,0,0,0,0,,,,,0
1648,2782,cesq@test.com,0,0,0,0,,,,,0
1649,2785,cpqe@test.com,0,0,0,0,,,,,0
1650,2788,sotz@gmail.com,0,0,1,0,,,,,0
1651,2790,fikz@cbsinteractive.com,0,0,0,0,,,,,0
1652,2792,axdp@gmail.com,0,0,0,0,,,,,0
1653,2793,fpyd@gmail.com,0,0,0,1,2020-06-28,626.0,2020-06-28,626.0,0
1654,2796,ynfx@gmail.com,0,0,0,0,,,,,0
1655,2797,ugxf@gmail.com,0,0,0,0,,,,,0
1656,2799,dgej@aofl.com,0,0,0,0,,,,,0
1657,2800,uikc@chanr.org,0,0,0,1,2020-06-30,624.0,2020-11-30,471.0,1
1658,2801,dyho@outlook.com,0,0,0,0,,,,,0
1659,2802,rgkr@gmail.com,0,0,0,0,,,,,0
1660,2803,jdph@gmail.com,0,0,0,0,,,,,0
1661,2805,tzlo@gmail.com,0,0,0,0,,,,,0
1662,2806,yhia@gmail.com,0,0,0,0,,,,,0
1663,2807,gmly@test.com,0,0,0,0,,,,,0
1664,2808,chdv@marshall.usc.edu,0,0,0,0,,,,,0
1665,2809,kqxz@usc.edu,0,0,0,0,,,,,0
1666,2810,ojxd@yahoo.com,0,0,0,0,,,,,0
1667,2812,objd@jpl.nasa.gov,0,0,0,1,2020-11-19,482.0,2020-12-01,470.0,1
1668,2813,rfhz@gmail.com,0,0,0,1,2020-06-30,624.0,2020-06-30,624.0,0
1669,2814,zduh@gmail.com,0,0,0,0,,,,,0
1670,2815,qnqr@msn.com,0,0,0,0,,,,,0
1671,2816,lqaw@usc.edu,0,0,0,0,,,,,0
1672,2817,agat@gmail.com,0,0,0,0,,,,,0
1673,2818,fcrg@163.com,0,0,0,0,,,,,0
1674,2819,dusl@gmail.com,0,0,0,0,,,,,0
1675,2820,kdwm@gmail.com,0,0,0,0,,,,,0
1676,2821,gqjq@sina.com,0,0,0,0,,,,,0
1677,2822,jzsz@126.com,0,0,0,0,,,,,0
1678,2823,bknd@rmdslab.com,0,0,1,1,2020-07-01,623.0,2020-07-01,623.0,0
1679,2826,wqxr@usc.edu,0,0,0,1,2020-07-23,601.0,2020-07-30,594.0,1
1680,2827,gcqx@yahoo.com,0,0,0,0,,,,,0
1681,2828,lgqz@yahoo.com,0,0,0,1,2020-07-23,601.0,2020-07-23,601.0,0
1682,2829,euom@yahoo.com,0,0,0,0,,,,,0
1683,2830,cjxs@yahoo.com,0,0,0,0,,,,,0
1684,2831,sbur@gmail.com,0,0,0,0,,,,,0
1685,2832,qila@qq.com,0,0,0,0,,,,,0
1686,2834,wuva@163.com,0,0,0,0,,,,,0
1687,2835,zmfk@operai.ca,0,0,0,0,,,,,0
1688,2836,abfb@csun.edu,0,0,0,0,,,,,0
1689,2837,hmzv@qq.com,0,0,0,1,2020-07-03,621.0,2020-07-03,621.0,0
1690,2838,zgwh@hotmail.com,0,0,0,0,,,,,0
1691,2840,nora@gmail.com,0,0,0,1,2020-07-03,621.0,2020-07-03,621.0,0
1692,2842,dafi@qq.com,0,0,0,1,2020-07-22,602.0,2020-08-28,565.0,1
1693,2843,rjxy@gmail.com,0,0,0,1,2020-07-04,620.0,2020-07-04,620.0,0
1694,2847,lkmw@qq,0,0,1,0,,,,,0
1695,2849,dsny@qq.com,0,0,0,0,,,,,0
1696,2850,qauy@gmail.com,0,0,0,1,2020-07-05,619.0,2020-12-11,460.0,0
1697,2855,qvki@gmail.com,0,0,0,1,2020-08-07,586.0,2020-09-23,539.0,1
1698,2856,dpmz@gmail.com,0,0,0,0,,,,,0
1699,2860,flyz@stcloudstate.edu,0,0,0,0,,,,,0
1700,2861,pbyu@gmail.com,0,0,0,0,,,,,0
1701,2862,bued@rmdslab.com,0,0,0,1,2020-10-23,509.0,2022-02-08,36.0,3
1702,2863,vckn@cox.net,0,0,0,0,,,,,0
1703,2865,xokg@bell.net,0,0,0,0,,,,,0
1704,2866,unkf@gmail.com,0,0,0,0,,,,,0
1705,2867,ltnt@gmail.com,0,0,0,0,,,,,0
1706,2868,bicu@yahoo.com,0,0,0,0,,,,,0
1707,2869,opnh@gmail.com,0,0,0,0,,,,,0
1708,2871,wlrd@yahoo.com,0,0,0,0,,,,,0
1709,2872,egan@gmail.com,0,0,0,0,,,,,0
1710,2873,cwod@360KID.com,0,0,0,0,,,,,0
1711,2874,mjbv@gmail.com,0,0,0,0,,,,,0
1712,2875,lcqd@hotmail.com,0,0,0,0,,,,,0
1713,2876,uerv@gmail.com,0,0,0,0,,,,,0
1714,2877,gzln@gmail.com,0,0,0,0,,,,,0
1715,2878,plfd@e7studio.net,0,0,0,1,2020-07-07,617.0,2020-07-07,617.0,0
1716,2880,spdg@test.com,0,0,0,0,,,,,0
1717,2881,lypo@gmail.com,0,0,0,1,2020-07-08,616.0,2021-05-06,314.0,1
1718,2882,licn@outlook.com,0,0,0,1,2020-07-08,616.0,2020-07-08,616.0,1
1719,2884,wfdk@outlook.com,0,0,0,0,,,,,0
1720,2885,itgi@bablai.com,0,0,0,1,2020-07-17,607.0,2020-07-17,607.0,0
1721,2888,mnxt@rpi.edu,0,0,0,0,,,,,0
1722,2891,tmby@gmail.com,0,0,0,0,,,,,0
1723,2892,nfdu@gmail.com,0,0,0,0,,,,,0
1724,2893,bkvn@gmail.com,0,0,0,0,,,,,0
1725,2894,qniu@gmail.com,0,0,0,1,2020-07-11,613.0,2020-07-11,613.0,0
1726,2895,lhyq@gmail.com,0,0,0,0,,,,,0
1727,2898,mpsh@gmail.com,0,0,0,0,,,,,0
1728,2901,ursy@gmail.com,0,0,0,0,,,,,0
1729,2905,hnlp@gmail.com,0,0,0,0,,,,,0
1730,2908,kioa@gmail.com,0,0,0,0,,,,,0
1731,2910,hrdi@gmail.com,0,0,0,1,2020-07-15,609.0,2021-01-01,439.0,1
1732,2912,jzod@gmail.com,0,0,0,0,,,,,0
1733,2914,rldt@gmail.com,0,0,0,0,,,,,0
1734,2915,skhc@gmail.com,0,0,0,0,,,,,0
1735,2916,cueu@gmail.com,0,0,0,1,2020-07-16,608.0,2020-07-16,608.0,0
1736,2917,ylfb@ucsc.edu,0,0,0,0,,,,,0
1737,2918,xysv@gmail.com,0,0,0,1,2020-07-26,598.0,2021-02-21,388.0,0
1738,2919,jxfh@rutgers.edu,0,0,0,0,,,,,0
1739,2920,apyf@berkeley.edu,0,0,0,0,,,,,0
1740,2922,wsns@gmail.com,0,0,0,0,,,,,0
1741,2924,lmmz@usc.edu,0,0,0,0,,,,,0
1742,2927,cjvm@ucr.edu,0,0,0,0,,,,,0
1743,2928,akvh@gmail.com,0,0,0,0,,,,,0
1744,2930,emef@gmail.com,0,0,0,1,2020-07-20,604.0,2021-05-05,315.0,1
1745,2932,vink@apiu.edu,0,0,0,0,,,,,0
1746,2934,dyqu@rmdslab.com,0,0,0,0,,,,,0
1747,2935,mzit@gmail.com,0,0,0,0,,,,,0
1748,2938,fuha@sandiego.edu,0,0,0,0,,,,,0
1749,2939,olxq@gmail.com,0,0,0,0,,,,,0
1750,2940,oyqf@gmail.com,0,0,0,1,2020-07-21,603.0,2020-08-23,570.0,1
1751,2945,grcq@outlook.com,0,0,0,1,2020-07-22,602.0,2020-07-23,601.0,0
1752,2946,qjgy@163.com,0,0,0,1,2020-07-22,602.0,2020-07-30,594.0,1
1753,2947,hybn@edu.em-lyon.com,0,0,0,1,2020-07-22,602.0,2020-07-22,602.0,1
1754,2949,sfxy@contegomail.com,0,0,0,0,,,,,0
1755,2950,hftr@marshall.usc.edu,0,0,0,0,,,,,0
1756,2954,qkaz@gmail.com,0,0,0,0,,,,,0
1757,2955,nbnu@usc.edu,0,0,0,1,2020-07-23,601.0,2020-07-23,601.0,0
1758,2957,ekwi@gmail.com,0,0,0,1,2020-07-23,601.0,2020-07-23,601.0,1
1759,2958,mocp@ucsc.edu,0,0,0,1,2020-07-23,601.0,2021-06-14,275.0,1
1760,2959,abqv@gmail.com,0,0,0,1,2020-07-23,601.0,2020-07-23,601.0,0
1761,2961,wjca@rmdslab.com,0,0,0,0,,,,,0
1762,2962,qewi@nationwide.com,0,0,0,1,2020-07-23,601.0,2020-07-23,601.0,0
1763,2963,ffhg@gmail.com,0,0,0,0,,,,,0
1764,2966,ydth@gmail.com,0,0,0,0,,,,,0
1765,2967,ataa@usc.edu,0,0,0,0,,,,,0
1766,2969,bomp@hotmail.com,0,0,0,0,,,,,0
1767,2970,qjzp@gmail.com,0,0,0,0,,,,,0
1768,2977,aaje@usc.edu,0,0,0,1,2020-11-03,498.0,2020-11-03,498.0,0
1769,2983,eewa@nab.com.au,0,0,0,0,,,,,0
1770,2985,etlb@rmdslab.com,0,0,0,1,2020-09-09,553.0,2022-03-14,2.0,7
1771,2986,gplh@gmail.com,0,0,0,0,,,,,0
1772,2987,onwz@rmdslab.com,0,0,0,0,,,,,0
1773,2988,moce@rmdslab.com,0,0,0,0,,,,,0
1774,2989,ixqo@rmdslab.com,0,0,0,0,,,,,0
1775,2990,dynx@rmdslab.com,0,0,0,0,,,,,0
1776,2991,jyms@rmdslab.com,0,0,0,0,,,,,0
1777,2992,pbbr@gmail.com,0,0,0,0,,,,,0
1778,2993,jfqn@gmail.com,0,0,0,0,,,,,0
1779,2994,meib@gmail.com,0,0,0,0,,,,,0
1780,2995,cfph@gmail.com,0,0,0,0,,,,,0
1781,2997,slcl@GMAIL.COM,0,0,0,0,,,,,0
